"","subject","ordinal.item.number","type","question","answer","rt","sentence","item.id","Test","N1","Category"
"1250","1478902701",20,"ItemPronominalagreementsingular9","NULL",4,4104,"We found a pile of shirts and we sorted it.",9,"Pronominal agreement singular","heap","Collections"
"1251","1478902701",121,"Filler120","NULL",1,2281,"A rack of newspapers the bookstore.",120,"Filler","Filler",NA
"1252","1478902701",92,"ItemAbstractNoun81","NULL",1,1966,"She defined a pile of concepts.",81,"Abstract Noun","pile","Collection"
"1253","1478902701",86,"ItemShapeModifier75","NULL",4,4579,"She placed a short stack of sandwiches on the table.",75,"Shape Modifier","stack","Collections"
"1254","1478902701",83,"ItemOverflowing72","NULL",1,2327,"We added so many llamas that the group of llamas overflowed.",72,"Overflowing","group","Collections"
"1255","1478902701",70,"ItemBreakableness59","NULL",7,3622,"A case of silk handkerchiefs broke.",59,"Breakableness","case","Full Containment"
"1256","1478902701",47,"ItemPronominalagreementplural36","NULL",7,1685,"We found a ton of cookbooks and we read them.",36,"Pronominal agreement plural","handful","Measure Phrases"
"1257","1478902701",112,"Filler111","NULL",1,1555,"We insisted a toast.",111,"Filler","Filler",NA
"1258","1478902701",60,"ItemConfigurationAdjectives49","NULL",1,2686,"She offered a dish full with strawberries to her friend. ",49,"Configuration Adjectives","dish","Arbitrary Containments"
"1259","1478902701",26,"ItemPronominalagreementsingular15","NULL",1,3294,"We found a handful of notepads and we moved it.",15,"Pronominal agreement singular","couple","Measure Phrases"
"1260","1478902701",120,"Filler119","NULL",1,7381,"A dash of salt the soup.",119,"Filler","Filler",NA
"1261","1478902701",33,"ItemPronominalagreementplural22","NULL",4,5771,"We found a pot with flowers and we photographed them.",22,"Pronominal agreement plural","pot","Arbitary Containment"
"1262","1478902701",132,"Filler131","NULL",1,3525,"In the spring%2C she emerged brightly colored rain boots.",131,"Filler","Filler",NA
"1263","1478902701",38,"ItemPronominalagreementplural27","NULL",6,7768,"We found a case of silk handkerchiefs and we cleaned them.",27,"Pronominal agreement plural","case","Full Containment"
"1264","1478902701",134,"Filler133","NULL",1,2820,"They would not exist the new law after the referendum",133,"Filler","Filler",NA
"1265","1478902701",52,"ItemConfigurationParticiples41","NULL",1,3658,"She offered a dish sprinkled with strawberries to her friend.",41,"Configuration Participles","dish","Arbitrary Containments"
"1266","1478902701",43,"ItemPronominalagreementplural32","NULL",7,2690,"We found a group of llamas and we photographed them.",32,"Pronominal agreement plural","group","Collections"
"1267","1478902701",119,"Filler118","NULL",1,1702,"A spoonful of tapioca the medicine.",118,"Filler","Filler",NA
"1268","1478902701",97,"ItemAbstractNoun86","NULL",7,2322,"She expressed a lot of thoughts.",86,"Abstract Noun","number","Measure Phrase"
"1269","1478902701",85,"ItemShapeModifier74","NULL",7,4036,"She made a circular heap of blankets on the floor.",74,"Shape Modifier","heap","Collections"
"1270","1478902701",77,"ItemOverflowing66","NULL",4,3907,"We added so many flowers that the pot of flowers overflowed.",66,"Overflowing","pot","Full Containment"
"1271","1478902701",72,"ItemBreakableness61","NULL",1,1669,"A pile of shirts broke.",61,"Breakableness","pile","Collections"
"1272","1478902701",16,"ItemPronominalagreementsingular5","NULL",7,1976,"We found a dish of strawberries and we took it.",5,"Pronominal agreement singular","dish","Full Containment"
"1273","1478902701",66,"ItemConfigurationAdjectives55","NULL",7,1874,"We walked by a case full of silk handkerchiefs.",55,"Configuration Adjectives","case","Full Containment"
"1274","1478902701",17,"ItemPronominalagreementsingular6","NULL",7,1710,"We found a pot of flowers and we admired it.",6,"Pronominal agreement singular","pot","Full Containment"
"1275","1478902701",130,"Filler129","NULL",1,2378,"As a surprise%2C he appeared a bouquet of flowers.",129,"Filler","Filler",NA
"1276","1478902701",27,"ItemPronominalagreementsingular16","NULL",1,1839,"We found a ton of cookbooks and we read it.",16,"Pronominal agreement singular","handful","Measure Phrases"
"1277","1478902701",115,"Filler114","NULL",1,1341,"They stumbled a gold mine.",114,"Filler","Filler",NA
"1278","1478902701",41,"ItemPronominalagreementplural30","NULL",7,5501,"We found a heap of blankets and we washed them.",30,"Pronominal agreement plural","pile","Collections"
"1279","1478902701",100,"Filler99","NULL",1,2293,"She refused of the cake.",99,"Filler","Filler",NA
"1280","1478902701",61,"ItemConfigurationAdjectives50","NULL",2,3977,"I noticed a pot full with flowers in the store. ",50,"Configuration Adjectives","pot","Arbitrary Containments"
"1281","1478902701",12,"ItemPronominalagreementsingular1","NULL",7,2772,"We found a dish with strawberries and we took it.",1,"Pronominal agreement singular","dish","Arbitary Containment"
"1282","1478902701",103,"Filler102","NULL",1,1923,"They gave beside to us.",102,"Filler","Filler",NA
"1283","1478902701",99,"ItemAbstractNoun88","NULL",7,1841,"She made a ton of suggestions. ",88,"Abstract Noun","handful","Measure Phrase"
"1284","1478902701",88,"ItemShapeModifier77","NULL",4,5157,"She moved a tall bunch of shirts into the garage.",77,"Shape Modifier","lot","Measure Phrase"
"1285","1478902701",82,"ItemOverflowing71","NULL",4,5170,"We added so many sandwiches that the stack of sandwiches overflowed.",71,"Overflowing","stack","Collections"
"1286","1478902701",71,"ItemBreakableness60","NULL",7,4066,"A bucket of sponges broke.",60,"Breakableness","pail","Full Containment"
"1287","1478902701",35,"ItemPronominalagreementplural24","NULL",7,2720,"We found a bucket with sponges and we grabbed them.",24,"Pronominal agreement plural","pail","Arbitary Containment"
"1288","1478902701",111,"Filler110","NULL",1,1753,"He played a slowly song.",110,"Filler","Filler",NA
"1289","1478902701",62,"ItemConfigurationAdjectives51","NULL",2,3140,"We walked by a case full with silk handkerchiefs.",51,"Configuration Adjectives","case","Arbitrary Containments"
"1290","1478902701",22,"ItemPronominalagreementsingular11","NULL",4,2728,"We found a stack of sandwiches and we packed it.",11,"Pronominal agreement singular","stack","Collections"
"1291","1478902701",126,"Filler125","NULL",1,2336,"After jumping over the log%2C he fell a mossy rock.",125,"Filler","Filler",NA
"1292","1478902701",49,"ItemPronominalagreementplural38","NULL",7,2154,"We found many clocks and we photographed them.",38,"Pronominal agreement plural","none","Quantifiers"
"1293","1478902701",116,"Filler115","NULL",1,1827,"We built so many houses that the neighborhood.",115,"Filler","Filler",NA
"1294","1478902701",48,"ItemPronominalagreementplural37","NULL",7,3362,"We found several pies and we brought them.",37,"Pronominal agreement plural","none","Quantifiers"
"1295","1478902701",67,"ItemConfigurationAdjectives56","NULL",7,3389,"A child held a bucket full of sponges on the beach.",56,"Configuration Adjectives","pail","Full Containment"
"1296","1478902701",40,"ItemPronominalagreementplural29","NULL",7,1785,"We found a pile of shirts and we took them.",29,"Pronominal agreement plural","heap","Collections"
"1297","1478902701",125,"Filler124","NULL",1,3289,"They planned to take the trash from.",124,"Filler","Filler",NA
"1298","1478902701",96,"ItemAbstractNoun85","NULL",7,2846,"She defined a bunch of concepts.",85,"Abstract Noun","lot","Measure Phrase"
"1299","1478902701",84,"ItemShapeModifier73","NULL",7,5035,"She moved a tall pile of shirts into the garage.",73,"Shape Modifier","pile","Collection"
"1300","1478902701",78,"ItemOverflowing67","NULL",6,4390,"We added so many silk handkerchiefs that the case of silk handkerchiefs overflowed.",67,"Overflowing","case","Full Containment"
"1301","1478902701",75,"ItemBreakableness64","NULL",1,2622,"A group of llamas broke.",64,"Breakableness","group","Collections"
"1302","1478902701",18,"ItemPronominalagreementsingular7","NULL",7,2600,"We found a case of silk handkerchiefs and we cleaned it.",7,"Pronominal agreement singular","case","Full Containment"
"1303","1478902701",110,"Filler109","NULL",1,1620,"She made a loudly statement.",109,"Filler","Filler",NA
"1304","1478902701",63,"ItemConfigurationAdjectives52","NULL",2,3648,"A child held a bucket full with sponges on the beach. ",52,"Configuration Adjectives","pail","Arbitrary Containments"
"1305","1478902701",14,"ItemPronominalagreementsingular3","NULL",6,5865,"We found a case with silk handkerchiefs and we cleaned it.",3,"Pronominal agreement singular","case","Arbitary Containment"
"1306","1478902701",117,"Filler116","NULL",1,3251,"They fined so many pedestrians that the city.",116,"Filler","Filler",NA
"1307","1478902701",21,"ItemPronominalagreementsingular10","NULL",4,2740,"We found a heap of blankets and we washed it.",10,"Pronominal agreement singular","pile","Collections"
"1308","1478902701",127,"Filler126","NULL",1,1921,"While cooking dinner%2C we cried the onion.",126,"Filler","Filler",NA
"1309","1478902701",42,"ItemPronominalagreementplural31","NULL",7,1894,"We found a stack of sandwiches and we brought them.",31,"Pronominal agreement plural","stack","Collections"
"1310","1478902701",124,"Filler123","NULL",1,15119,"She chose to buy among a new toaster.",123,"Filler","Filler",NA
"1311","1478902701",58,"ItemConfigurationParticiples47","NULL",2,28952,"We walked by a case decorated of silk handkerchiefs. ",47,"Configuration Participles","case","Full Containment"
"1312","1478902701",50,"ItemPronominalagreementplural39","NULL",6,3329,"We found more chips and we brought them.",39,"Pronominal agreement plural","none","Quantifiers"
"1313","1478902701",114,"Filler113","NULL",1,15600,"She voted the candidate.",113,"Filler","Filler",NA
"1314","1478902701",98,"ItemAbstractNoun87","NULL",4,2942,"She offered a handful of ideas.",87,"Abstract Noun","couple","Measure Phrase"
"1315","1478902701",91,"ItemShapeModifier80","NULL",2,1853,"She found a wide ton of llamas in the valley.",80,"Shape Modifier","handful","Measure Phrases"
"1316","1478902701",76,"ItemOverflowing65","NULL",7,3605,"We added so many strawberries that the dish of strawberries overflowed.",65,"Overflowing","dish","Full Containment"
"1317","1478902701",74,"ItemBreakableness63","NULL",1,1506,"A stack of sandwiches broke.",63,"Breakableness","stack","Collections"
"1318","1478902701",46,"ItemPronominalagreementplural35","NULL",7,1853,"We found a handful of notepads and we took them.",35,"Pronominal agreement plural","couple","Measure Phrases"
"1319","1478902701",104,"Filler103","NULL",1,1779,"We wrote a check under.",103,"Filler","Filler",NA
"1320","1478902701",64,"ItemConfigurationAdjectives53","NULL",7,3460,"She offered a dish full of strawberries to her friend. ",53,"Configuration Adjectives","dish","Full Containment"
"1321","1478903811",3,"Acclimatization-9","NULL",2,3583,"Many people is in the kitchen.",-9,"Acclimatization",NA,NA
"1322","1478903811",4,"Acclimatization-8","NULL",6,3589,"We selected a variety of fruits and we bought them.",-8,"Acclimatization",NA,NA
"1323","1478903811",5,"Acclimatization-7","NULL",1,2823,"We saw a flower and we noticed it.",-7,"Acclimatization",NA,NA
"1324","1478903811",6,"Acclimatization-6","NULL",2,6431,"They found a box filled of toys in the closet.",-6,"Acclimatization",NA,NA
"1325","1478903811",7,"Acclimatization-5","NULL",3,5589,"She met a wide troop of boyscouts at the airport.",-5,"Acclimatization",NA,NA
"1326","1478903811",8,"Acclimatization-4","NULL",3,2357,"The mound of clothes cracked.",-4,"Acclimatization",NA,NA
"1327","1478903811",9,"Acclimatization-3","NULL",3,5331,"I brought a crate stuffed with decisions to the party.",-3,"Acclimatization",NA,NA
"1328","1478903811",10,"Acclimatization-2","NULL",2,13700,"A tub full with lobsters is on the patio.",-2,"Acclimatization",NA,NA
"1329","1478903811",11,"Acclimatization-1","NULL",3,6339,"We added so many marbles that the bucket of marbles overflowed.",-1,"Acclimatization",NA,NA
"1330","1478903811",24,"ItemPronominalagreementsingular13","NULL",3,2230,"We found a bunch of newspapers and we took it.",13,"Pronominal agreement singular","lot","Measure Phrases"
"1331","1478903811",38,"ItemPronominalagreementplural27","NULL",2,3416,"We found a case of silk handkerchiefs and we cleaned them.",27,"Pronominal agreement plural","case","Full Containment"
"1332","1478903811",126,"Filler125","NULL",2,2392,"After jumping over the log%2C he fell a mossy rock.",125,"Filler","Filler",NA
"1333","1478903811",39,"ItemPronominalagreementplural28","NULL",6,3030,"We found a bucket of sponges and we grabbed them.",28,"Pronominal agreement plural","pail","Full Containment"
"1334","1478903811",111,"Filler110","NULL",1,2664,"He played a slowly song.",110,"Filler","Filler",NA
"1335","1478903811",67,"ItemConfigurationAdjectives56","NULL",2,2434,"A child held a bucket full of sponges on the beach.",56,"Configuration Adjectives","pail","Full Containment"
"1336","1478903811",35,"ItemPronominalagreementplural24","NULL",2,3569,"We found a bucket with sponges and we grabbed them.",24,"Pronominal agreement plural","pail","Arbitary Containment"
"1337","1478903811",123,"Filler122","NULL",1,2583,"He resolved to give smoking.",122,"Filler","Filler",NA
"1338","1478903811",77,"ItemOverflowing66","NULL",4,4873,"We added so many flowers that the pot of flowers overflowed.",66,"Overflowing","pot","Full Containment"
"1339","1478903811",49,"ItemPronominalagreementplural38","NULL",4,4223,"We found many clocks and we photographed them.",38,"Pronominal agreement plural","none","Quantifiers"
"1340","1478903811",101,"Filler100","NULL",1,2418,"They watched of the fireworks.",100,"Filler","Filler",NA
"1341","1478903811",68,"ItemBreakableness57","NULL",4,3248,"A dish of strawberries broke.",57,"Breakableness","dish","Full Containment"
"1342","1478903811",92,"ItemAbstractNoun81","NULL",3,1919,"She defined a pile of concepts.",81,"Abstract Noun","pile","Collection"
"1343","1478903811",86,"ItemShapeModifier75","NULL",3,2252,"She placed a short stack of sandwiches on the table.",75,"Shape Modifier","stack","Collections"
